"X0.26","X0.76","X1.3","X1.8","X2.3","X3.2","X4","X4.5","X5","X5.5","X5.8","X5.9","X6.1","pk","pb"
"PF3D7_0502600","3.7e-05 (0.65)","0.037 (1)","0.0085 (0.92)","-0.0017 (0.79)","-0.031 (4.1e-12)","-0.0016 (0.0019)","0.005 (0.00084)","-0.0037 (0.0028)","1.1e-05 (0.17)","-5.7e-06 (0.56)","-1.9e-05 (1)","-2.5e-05 (0.95)","1.8e-08 (1)","PKNH_1031300","PBANKA_1102300"
"PF3D7_0503000","-0.0087 (0.79)","6.8e-05 (0.56)","0.0048 (0.93)","0.021 (0.0081)","-0.019 (0.024)","0.022 (5.7e-15)","0.14 (1.4e-08)","-0.22 (2e-55)","0.062 (0.055)","-0.45 (7.4e-05)","-0.62 (1)","-0.059 (1)","0.024 (1)",NA,"PBANKA_1102700"
"PF3D7_0504300","-3e-04 (0.88)","-0.00066 (0.15)","0.0012 (0.71)","0.04 (8e-11)","-0.011 (0.28)","0.0076 (0.013)","0.05 (0.022)","-0.055 (2.2e-22)","-4.1e-05 (0.76)","0.0013 (9.4e-08)","-0.001 (1)","-0.0012 (0.96)","0.00016 (1)","PKNH_1029300","PBANKA_1103900"
"PF3D7_0504900","-0.25 (0.65)","-0.00013 (0.48)","-0.0023 (0.93)","0.15 (1.6e-49)","0.035 (0.26)","-0.047 (1.4e-08)","-0.038 (0.25)","0.034 (0.055)","-0.012 (0.42)","-1.1e-05 (0.68)","3.3e-05 (1)","4e-04 (0.95)","4.7e-06 (1)","PKNH_1028700","PBANKA_1104500"
"PF3D7_0506100","0 (1)","0.18 (1)","-0.059 (0.72)","-0.1 (4.8e-34)","-0.00067 (0.59)","0.0063 (9.1e-11)","-0.004 (0.29)","-0.0028 (7.8e-07)","0.0062 (0.045)","-2.6e-06 (0.88)","0.00013 (0.85)","7.3e-05 (0.95)","9.7e-06 (1)","PKNH_1027500","PBANKA_1105700"
"PF3D7_0510000","-0.11 (0.65)","0.0034 (1)","0.014 (0.83)","0.076 (5.3e-11)","-0.088 (8.1e-11)","-0.011 (7.6e-12)","0.0026 (0.75)","-0.0091 (1.3e-05)","5.8e-05 (0.13)","-0.00018 (0.41)","-0.00022 (0.85)","-0.00015 (0.95)","-2.3e-05 (1)","PKNH_1023600","PBANKA_1109600"
"PF3D7_0512500","-0.037 (0.65)","-0.082 (1)","-0.0092 (0.9)","0.002 (0.79)","-0.035 (3.5e-05)","-0.0079 (6.9e-12)","0.0051 (0.099)","-0.016 (2.5e-09)","4.9e-05 (3.8e-06)","-0.0071 (0.31)","5.3e-05 (1)","-2e-06 (0.95)","1.9e-09 (1)","PKNH_1020600","PBANKA_1112200"
"PF3D7_0512600","7.1e-06 (0.65)","-0.06 (1)","-0.015 (0.84)","-0.033 (2.3e-09)","0.00011 (0.97)","-0.0078 (1e-16)","0.0091 (0.0089)","-0.012 (7.5e-15)","-0.0018 (0.45)","5.4e-07 (0.81)","-3.7e-07 (1)","-4.6e-07 (0.95)","4.2e-10 (1)","PKNH_1020500","PBANKA_1112300"
"PF3D7_0513100","0.00035 (0.65)","0.04 (0.85)","-0.008 (0.93)","-0.01 (0.024)","-0.0044 (0.3)","0.006 (4.6e-05)","-0.014 (0.015)","0.17 (5.5e-44)","-0.34 (2.8e-08)","-0.00022 (0.51)","-1.3e-19 (1)","2.9e-19 (0.95)","5.5e-21 (1)","PKNH_1020000","PBANKA_1112800"
"PF3D7_0618300","-0.26 (0.65)","0.1 (1)","0.079 (0.64)","0.18 (1.7e-19)","-0.21 (1.2e-33)","-0.052 (2.4e-34)","0.01 (0.37)","-0.018 (1.2e-20)","-0.00029 (0.45)","1.2e-05 (0.47)","0.00034 (0.9)","0.00034 (0.95)","2.4e-05 (1)","PKNH_1132100","PBANKA_1117500"
"PF3D7_0618600","5.8e-05 (0.65)","0.016 (1)","0.02 (0.81)","-0.007 (0.26)","-0.0022 (0.57)","0.0019 (0.33)","-0.011 (0.24)","-0.03 (4.3e-11)","-0.00015 (1.8e-10)","1.4e-06 (0.22)","4.3e-06 (0.85)","1e-06 (1)","1.3e-06 (1)","PKNH_1131800","PBANKA_1117800"
"PF3D7_0621800","8.3e-05 (0.65)","0.062 (1)","0.017 (0.86)","-0.038 (4.5e-13)","-0.003 (0.097)","-0.001 (0.003)","-0.0016 (0.24)","-0.001 (5.1e-07)","1.1e-05 (0.00059)","-3.8e-05 (4.2e-05)","-4.9e-06 (1)","2.4e-07 (1)","-6.6e-07 (1)","PKNH_1128400","PBANKA_1120700"
"PF3D7_0622000","6.8e-05 (0.65)","-0.0091 (1)","0.03 (0.66)","0.021 (1.9e-05)","-0.021 (4.2e-05)","-0.0044 (4.6e-15)","0.0083 (3.3e-05)","-0.029 (1.6e-09)","-0.002 (0.36)","1.2e-05 (0.59)","-0.00028 (0.85)","-0.00019 (0.95)","-2.8e-05 (1)","PKNH_1128200","PBANKA_1120900"
"PF3D7_0622600","-0.054 (0.65)","1e-04 (1)","0.013 (0.74)","0.035 (8.4e-09)","-0.02 (0.00044)","-0.0038 (0.17)","-0.017 (0.0084)","-0.00053 (0.52)","4.1e-05 (0.088)","7.7e-06 (0.0063)","6.4e-06 (1)","-4.7e-07 (1)","2.2e-06 (0.56)","PKNH_1127600","PBANKA_1121500"
"PF3D7_0624100","-0.003 (0.65)","0.19 (1)","-0.0081 (0.76)","0.02 (1.3e-09)","-0.012 (0.0044)","0.01 (7.6e-12)","0.0082 (0.53)","-0.019 (4.6e-16)","-6.9e-06 (0.86)","0.00048 (1.5e-07)","-0.00032 (1)","-0.00049 (0.95)","5.2e-05 (1)","PKNH_1126100","PBANKA_1123000"
"PF3D7_0624200","-0.18 (0.65)","0.12 (1)","0.055 (0.63)","0.17 (7.5e-40)","-0.12 (3.2e-10)","-0.05 (1.5e-25)","0.081 (1.4e-08)","-0.1 (9.4e-26)","-0.0042 (0.048)","5.5e-06 (0.05)","3.1e-07 (1)","-2.8e-08 (1)","1.1e-07 (0.55)","PKNH_1126000","PBANKA_1123100"
"PF3D7_0624300","3.2e-05 (0.65)","0.061 (1)","0.00027 (1)","-0.028 (0.0012)","-0.0078 (0.042)","0.0042 (0.00014)","0.0097 (0.28)","-0.0079 (2.7e-07)","0.00025 (9.1e-13)","-0.013 (0.58)","7.4e-05 (1)","-2e-06 (0.95)","9.7e-07 (0.71)","PKNH_1125900","PBANKA_1123200"
"PF3D7_0624900","5.4e-05 (0.65)","0.012 (1)","-0.0043 (0.95)","0.029 (0.002)","-0.024 (0.0061)","-0.0033 (0.011)","-0.01 (0.28)","-0.015 (5.4e-09)","4.1e-06 (0.73)","1e-06 (0.96)","0 (1)","0 (1)","-2.7e-21 (1)","PKNH_1125300","PBANKA_1123800"
"PF3D7_0626100","0.00012 (0.65)","0.24 (0.85)","0.02 (0.87)","-0.029 (0.00064)","0.018 (0.00016)","-0.012 (2.1e-18)","0.00015 (0.94)","-0.0011 (0.02)","5.4e-05 (2.1e-05)","-9.2e-05 (0.00012)","-1.7e-07 (1)","7e-07 (0.95)","1.7e-06 (0.26)","PKNH_1123700","PBANKA_1124900"
"PF3D7_0628300.1","-0.22 (0.79)","-0.029 (1)","-0.021 (0.81)","-0.013 (0.13)","-0.026 (0.00031)","0.013 (2.3e-11)","0.063 (2e-05)","0.094 (2.6e-09)","-0.52 (6.1e-08)","0.23 (3e-04)","0.38 (1)","2.2 (0.95)","0.54 (0.46)","PKNH_1121500","PBANKA_1127000"
"PF3D7_0630300","-0.14 (0.65)","-0.079 (1)","0.0021 (0.99)","0.15 (6.5e-19)","-0.13 (4.6e-09)","-0.00065 (0.96)","0.005 (0.89)","-0.085 (3e-35)","3e-04 (0.56)","8.5e-05 (0.0051)","-2.9e-07 (1)","4.5e-07 (0.95)","-1.5e-07 (0.71)","PKNH_1119200","PBANKA_1129100"
"PF3D7_1354400","0.0041 (0.88)","-0.0014 (1)","-0.003 (0.95)","0.005 (0.38)","-0.011 (0.024)","-0.0043 (6.5e-11)","-0.0017 (0.13)","-4.6e-05 (0.91)","0.025 (0.0024)","-0.00025 (1.6e-09)","-6.6e-05 (1)","-0.00012 (0.95)","0 (1)","PKNH_1117400","PBANKA_1131000"
"PF3D7_1354600","-1e-05 (0.65)","0.21 (0.95)","0.013 (0.93)","-0.08 (7.2e-14)","-0.025 (4.7e-06)","-6.8e-05 (0.78)","0.0042 (0.19)","-2.8e-05 (0.59)","-5.3e-06 (0.27)","-8e-07 (0.65)","-4.8e-08 (1)","-7.5e-07 (1)","-2.9e-08 (1)","PKNH_1117200","PBANKA_1131200"
"PF3D7_1356300","-1.2e-19 (0.65)","-7.8e-22 (1)","1.4e-05 (0.93)","0.03 (2.5e-05)","0.033 (0.11)","-0.01 (0.046)","-0.0032 (0.82)","0.21 (7e-14)","-0.021 (0.71)","0.00014 (0.95)","-0.00038 (1)","0 (1)","-2.2e-20 (1)","PKNH_1115200","PBANKA_1132600"
"PF3D7_1357200","3.8e-05 (0.65)","0.0056 (1)","-6.3e-05 (1)","0.017 (0.018)","-0.022 (0.00076)","-0.0079 (8.9e-15)","0.0019 (0.06)","-0.0022 (4.3e-09)","3.5e-06 (0.37)","-5.8e-06 (0.21)","-2.8e-06 (1)","-3.5e-06 (0.95)","3.1e-09 (1)","PKNH_1114300","PBANKA_1133500"
"PF3D7_1358900","4.8e-06 (1)","0.062 (1)","-0.042 (0.73)","-0.1 (3e-36)","-0.0037 (0.18)","-7.5e-05 (0.28)","0.00096 (0.088)","-0.0023 (0.0069)","2.2e-06 (0.45)","5.7e-06 (0.31)","0 (1)","0 (1)","5.5e-21 (1)","PKNH_1112400","PBANKA_1135200"
"PF3D7_1359200","0 (1)","-0.062 (1)","0.0053 (0.93)","0.0052 (0.43)","-0.031 (7.3e-11)","0.00034 (0.53)","0.0036 (0.36)","-0.003 (9.1e-06)","-0.00089 (0.026)","-0.00028 (0.31)","0.00011 (0.87)","7e-05 (0.95)","1.1e-05 (1)","PKNH_1112100","PBANKA_1135500"
"PF3D7_1360700","0.00041 (0.65)","-0.0073 (1)","0.029 (0.82)","-0.084 (1.6e-14)","-0.013 (0.034)","0.01 (0.0019)","-0.029 (0.005)","0.0018 (0.56)","-0.061 (1.4e-05)","3.7e-06 (0.36)","8.4e-07 (0.85)","-4.2e-05 (0.96)","-1.5e-05 (1)","PKNH_1110700","PBANKA_1136900"
"PF3D7_1361300","-6.6e-05 (0.65)","1e-04 (1)","0.0046 (0.76)","0.028 (1.6e-10)","-0.023 (0.00016)","0.0023 (0.022)","-0.012 (0.17)","-0.0083 (5e-08)","-0.0032 (0.44)","-0.00022 (1.5e-05)","0.00022 (1)","3.4e-06 (0.95)","1e-08 (1)","PKNH_1110000","PBANKA_1137400"
"PF3D7_1365600","0 (1)","0.17 (1)","0.0013 (1)","-0.13 (2.4e-31)","-0.022 (1.3e-05)","-0.00076 (0.55)","-0.0048 (0.17)","0.025 (0.002)","-0.00063 (0.27)","1.5e-06 (0.27)","-1.3e-05 (1)","-2.7e-05 (0.95)","0 (1)","PKNH_1105700","PBANKA_1141400"
"PF3D7_1365700","0.083 (0.65)","-0.047 (1)","-0.019 (0.75)","0.0079 (0.00053)","-0.0072 (0.03)","0.02 (6.7e-20)","0.013 (0.52)","-0.034 (2.5e-07)","0.26 (2.7e-06)","-0.12 (0.0013)","-0.005 (1)","-0.083 (0.95)","0.072 (0.7)","PKNH_1105600","PBANKA_1141500"
"PF3D7_1365800","-0.08 (0.65)","0.015 (1)","0.052 (0.64)","0.02 (0.029)","-0.015 (0.22)","-0.04 (7.4e-49)","0.008 (0.44)","0.017 (4.9e-09)","-0.034 (0.56)","-0.3 (4.3e-08)","0 (1)","0.027 (0.95)","0 (1)","PKNH_1105500","PBANKA_1141600"
"PF3D7_1366800","0.00013 (0.65)","5.5e-05 (1)","-0.011 (0.73)","-0.0093 (0.053)","2.7e-05 (1e-06)","0.014 (3.1e-26)","0.032 (0.033)","-0.023 (3.2e-11)","0.39 (4.5e-09)","-0.14 (0.0035)","0.00018 (1)","9e-04 (0.95)","9.5e-06 (1)","PKNH_1104500","PBANKA_1142700"
"PF3D7_1368300","-0.00021 (0.65)","-2e-05 (1)","0.0057 (0.93)","0.052 (5e-17)","-0.026 (0.01)","-0.005 (0.014)","0.011 (0.14)","-0.019 (0.0015)","-0.0015 (0.46)","-0.0066 (0.58)","-4.2e-06 (1)","6.1e-06 (0.95)","-2.1e-06 (0.71)","PKNH_1102900","PBANKA_1144200"
"PF3D7_1368400","-0.038 (0.65)","2e-05 (0.84)","0.017 (0.83)","0.021 (0.0036)","-0.015 (0.051)","-0.011 (9.4e-14)","0.012 (0.049)","-0.021 (0.0052)","-0.0045 (0.069)","-3.6e-05 (1.1e-05)","0 (1)","0 (1)","0 (1)","PKNH_1102800","PBANKA_1144300"
"PF3D7_1004600","7.2e-05 (0.65)","-2.7e-06 (1)","0.0078 (0.9)","0.0095 (0.11)","0.022 (0.018)","0.039 (9.2e-07)","-0.12 (0.018)","0.26 (3.5e-07)","-0.021 (0.56)","-0.023 (0.26)","9.5e-05 (1)","-3.5e-06 (0.95)","-8.3e-08 (1)","PKNH_0803300","PBANKA_1202900"
"PF3D7_1006200","9.8e-05 (0.65)","-0.033 (1)","-0.00082 (1)","-0.009 (0.14)","-0.024 (3.2e-05)","0.0062 (3.8e-11)","-0.013 (0.0015)","-0.0033 (0.00017)","-3.1e-06 (0.19)","-5e-07 (0.86)","4e-06 (1)","0.00021 (0.95)","7.5e-05 (1)","PKNH_0805000","PBANKA_1204400"
"PF3D7_1009500","2.9e-05 (0.65)","0.037 (1)","0.0054 (0.96)","0.014 (0.17)","-0.085 (6.1e-18)","-0.0067 (3.7e-07)","0.016 (8.9e-06)","-0.0053 (4e-06)","-6.9e-07 (0.92)","3.4e-06 (0.53)","-2.9e-07 (1)","-6.4e-06 (0.95)","3e-06 (0.71)","PKNH_0809200","PBANKA_1207800"
"PF3D7_1010300","-0.0023 (0.65)","3.7e-05 (1)","-0.035 (0.61)","-0.0017 (0.64)","0.011 (6.4e-07)","0.0051 (0.002)","-0.033 (0.00013)","0.02 (1.5e-15)","0.036 (0.19)","-0.02 (0.013)","7.6e-05 (1)","0.00012 (0.95)","-1.9e-05 (1)","PKNH_0810100","PBANKA_1208700"
"PF3D7_1010400","1.1 (0.65)","-1.8 (0.011)","0.00014 (0.73)","-0.00097 (0.76)","0.0094 (0.0015)","0.014 (9.4e-05)","0.017 (0.46)","0.13 (0.00052)","-0.17 (2.4e-05)","-1.9e-05 (0.83)","-1.4e-06 (1)","-3.5e-05 (0.95)","-4.4e-07 (1)","PKNH_0810200","PBANKA_1208800"
"PF3D7_1010700","0.024 (0.65)","0.28 (0.58)","0.014 (0.92)","-0.095 (8.9e-32)","0.016 (5.1e-08)","-0.0035 (0.056)","-0.0031 (0.5)","0.00045 (0.54)","-0.0026 (0.027)","0.0057 (0.037)","-0.028 (1)","0.08 (0.95)","-0.0026 (1)","PKNH_0810500","PBANKA_1209100"
"PF3D7_1012000","-0.065 (0.65)","-0.037 (1)","-0.015 (0.83)","-0.0031 (0.57)","0.041 (2.6e-10)","0.019 (5e-05)","-0.044 (0.041)","-0.0018 (0.85)","-0.0026 (0.36)","1e-04 (1.5e-09)","2.4e-06 (1)","5.1e-06 (0.95)","-2.1e-07 (1)","PKNH_0811800","PBANKA_1210400"
"PF3D7_1013400","0 (1)","0.00022 (1)","-0.029 (0.57)","0.017 (8.8e-08)","0.38 (4e-62)","-0.18 (4.3e-30)","-0.15 (3.3e-05)","-0.0062 (2e-04)","-5.2e-05 (4.3e-12)","0 (1)","0 (1)","0 (1)","0 (1)","PKNH_0813200","PBANKA_1211800"
"PF3D7_1013700","3.7e-05 (0.65)","0.00016 (0.95)","0.0029 (0.99)","0.047 (4.4e-06)","-0.014 (0.3)","-0.027 (1.4e-25)","-0.0014 (0.5)","0.088 (4.5e-07)","-0.015 (0.19)","-0.0086 (0.31)","-7.7e-07 (1)","1.9e-07 (0.95)","9.9e-10 (1)","PKNH_0813500","PBANKA_1212100"
"PF3D7_1014800","-0.022 (0.65)","-4.1e-07 (1)","0.012 (0.78)","0.074 (6e-24)","-0.058 (7.6e-08)","0.002 (0.58)","-0.016 (0.14)","0.061 (1.8e-12)","-0.13 (1.8e-06)","9e-07 (0.57)","3.2e-06 (1)","9.4e-06 (0.95)","-4.2e-07 (1)","PKNH_0814900","PBANKA_1213200"
"PF3D7_0322900","-0.42 (0.65)","0.14 (1)","0.055 (0.77)","0.26 (2.6e-27)","-0.25 (1.3e-29)","-0.094 (1.5e-59)","5e-04 (0.91)","-0.014 (5.2e-12)","-0.00048 (0.5)","-6.3e-06 (0.83)","0.00027 (0.85)","0.00017 (0.95)","2.5e-05 (1)","PKNH_0817500","PBANKA_1215600"
"PF3D7_0322200","-0.00019 (0.69)","-0.00029 (0.5)","-0.023 (0.81)","-0.023 (1.3e-05)","0.0092 (0.00066)","0.019 (1.2e-08)","-0.045 (0.039)","-0.0081 (0.00041)","0.00011 (0.00012)","0.00063 (4.2e-09)","3.8e-05 (1)","0.00011 (0.95)","2.4e-05 (1)","PKNH_0818600","PBANKA_1216300"
"PF3D7_0320900","-0.019 (0.83)","-0.091 (1)","-0.049 (0.73)","-0.086 (9.9e-18)","-0.029 (6.8e-10)","0.0043 (3.1e-07)","0.016 (0.05)","-0.0031 (0.54)","0.87 (1.1e-18)","-0.91 (3e-10)","0.057 (1)","0.13 (0.95)","-0.0052 (1)","PKNH_0819900","PBANKA_1217600"
"PF3D7_0320700","8.5e-05 (0.65)","-0.034 (1)","0.07 (0.57)","-0.017 (0.3)","-0.068 (1.3e-07)","0.0027 (0.65)","-0.044 (0.024)","-0.0071 (1.3e-05)","0.0054 (0.0024)","-7.6e-05 (0.00051)","0 (1)","0 (1)","0 (1)","PKNH_0820100","PBANKA_1217800"
"PF3D7_0320600","-0.043 (0.65)","-9.2e-05 (1)","-0.0063 (0.93)","0.12 (2.6e-19)","-0.081 (2.4e-09)","-0.006 (0.096)","0.011 (0.51)","-0.059 (5.1e-29)","-0.00012 (3e-04)","-1.6e-06 (0.84)","-1.5e-06 (1)","2.3e-06 (0.95)","-7.6e-07 (0.71)","PKNH_0820200","PBANKA_1217900"
"PF3D7_0320000","-0.013 (0.65)","-0.034 (1)","-0.005 (0.96)","0.045 (0.0018)","-0.06 (4.7e-05)","-0.018 (0.00023)","-0.0097 (0.61)","-0.024 (4.7e-11)","-5.9e-06 (0.44)","4.7e-06 (0.55)","-3e-07 (1)","4.7e-07 (0.95)","-1.6e-07 (0.71)","PKNH_0821200","PBANKA_1218500"
"PF3D7_0709000","-0.12 (0.65)","-0.082 (1)","0.02 (0.9)","0.081 (1.6e-11)","-0.082 (1.3e-12)","-0.02 (3.1e-29)","0.027 (0.0011)","-0.033 (5.3e-38)","2.9e-06 (0.51)","3.9e-06 (0.31)","-6.3e-20 (1)","0 (1)","8.2e-21 (1)","PKNH_0107600","PBANKA_1219500"
"PF3D7_0808400","0 (1)","0.004 (1)","-0.0039 (0.97)","-0.035 (3.6e-06)","-0.015 (4.4e-07)","4.5e-05 (0.93)","0.037 (3.2e-12)","-0.097 (6e-24)","-0.0021 (0.049)","0 (1)","0 (1)","0 (1)","0 (1)","PKNH_0110300","PBANKA_1222300"
"PF3D7_0808300","0 (1)","0.0016 (1)","-0.009 (0.9)","0.014 (0.039)","0.47 (8.6e-58)","-0.19 (5.2e-27)","-0.2 (8.6e-05)","-0.0069 (0.003)","2.7e-06 (0.51)","0 (1)","0 (1)","0 (1)","0 (1)","PKNH_0110400","PBANKA_1222400"
"PF3D7_0807500","3e-05 (0.65)","-0.032 (1)","-0.036 (0.73)","-0.04 (3e-05)","-0.022 (5.2e-06)","0.011 (1.8e-05)","-0.015 (0.16)","-0.021 (3e-19)","4.7e-05 (0.9)","9.1e-06 (0.28)","-3.7e-07 (1)","5.3e-07 (0.95)","-1.8e-07 (0.71)","PKNH_0111300","PBANKA_1223100"
"PF3D7_0807000","1.8e-05 (0.85)","0.18 (1)","-0.0075 (0.94)","-0.092 (2.7e-28)","-0.003 (0.03)","0.00086 (0.075)","0.006 (0.022)","-0.013 (1.2e-23)","-6.1e-05 (0.59)","5.8e-05 (1.5e-06)","3.5e-05 (0.85)","7.5e-06 (1)","1e-06 (1)","PKNH_0111800","PBANKA_1223600"
"PF3D7_0806600","1.1e-05 (0.65)","-1.2e-05 (1)","0.0017 (0.99)","-0.011 (0.0054)","0.0022 (0.11)","0.00085 (0.11)","-0.0046 (0.17)","-0.0018 (0.0022)","-0.00023 (0.45)","-9.6e-07 (0.58)","-5e-08 (1)","2e-07 (0.95)","2.9e-08 (1)","PKNH_0112300","PBANKA_1224100"
"PF3D7_0802600","0.09 (0.65)","-0.08 (0.011)","-1.5e-08 (1)","0.0032 (1.2e-08)","0.027 (6.4e-26)","-0.0048 (0.0097)","-0.0044 (0.51)","0.22 (7e-28)","0.72 (7e-04)","-0.29 (0.029)","-0.19 (1)","-1.5e-05 (1)","-0.0089 (1)","PKNH_0116300","PBANKA_1227600"
"PF3D7_0614500","0.017 (0.65)","0.18 (1)","-0.057 (0.74)","-0.16 (9.7e-47)","-0.00082 (0.79)","0.0057 (7.4e-11)","0.02 (0.28)","-0.0091 (6e-06)","0.0081 (0.16)","-0.0019 (0.55)","8.4e-06 (0.85)","1.3e-06 (1)","2.7e-05 (0.26)","PKNH_1135500","PBANKA_1229200"
"PF3D7_0614900","6.9e-05 (0.65)","0.25 (0.95)","0.0038 (0.93)","0.29 (1.5e-73)","0.094 (0.0097)","-0.12 (8.1e-11)","-0.2 (0.0028)","-0.0043 (0.61)","0.088 (0.00049)","-0.016 (0.43)","5.2e-05 (1)","0.00016 (0.95)","-2e-05 (1)","PKNH_1135100","PBANKA_1229600"
"PF3D7_0615200","-0.015 (0.65)","-3.1e-05 (1)","0.0067 (0.93)","0.039 (3.8e-08)","-0.02 (0.0087)","0.0023 (0.3)","-0.013 (0.039)","-0.00065 (0.58)","8.9e-05 (1.8e-05)","-0.00015 (0.00015)","1.5e-05 (1)","-4.1e-05 (0.95)","1.4e-06 (1)","PKNH_1134800","PBANKA_1229900"
"PF3D7_0615700","-5.7e-05 (0.65)","7.9e-05 (1)","0.015 (0.86)","-0.018 (0.0096)","-0.017 (9.8e-07)","-5e-04 (0.22)","-0.00038 (0.71)","-0.00089 (0.4)","-8.5e-06 (0.23)","-5.9e-06 (0.069)","-1.6e-05 (1)","1.5e-05 (0.96)","-3.7e-06 (1)","PKNH_1134300","PBANKA_1230500"
"PF3D7_0516900","-0.42 (0.65)","0.18 (1)","0.071 (0.75)","0.28 (7.1e-29)","-0.28 (6.6e-30)","-0.098 (4e-58)","-0.00052 (0.91)","-0.014 (1.6e-11)","-0.00051 (0.47)","6.5e-05 (7.1e-05)","0.00018 (1)","0.00015 (0.95)","2.2e-05 (1)","PKNH_1016400","PBANKA_1231700"
"PF3D7_0517400","1.2e-05 (0.65)","0.17 (1)","0.013 (0.93)","0.075 (3.7e-05)","-0.19 (3.5e-18)","-0.0085 (0.066)","0.0094 (0.63)","-0.022 (4.6e-09)","-0.00023 (0.72)","1e-05 (0.79)","7.9e-07 (0.85)","5e-07 (0.95)","7.8e-08 (1)","PKNH_1015900","PBANKA_1232200"
"PF3D7_0519200","-0.057 (0.65)","-0.18 (1)","0.012 (0.91)","-0.012 (0.13)","-0.014 (0.049)","0.011 (2.2e-09)","0.068 (0.00079)","-0.12 (9.1e-47)","0.35 (1.6e-09)","-0.92 (3.5e-07)","-1.2 (1)","-2.3 (0.95)","0.018 (1)","PKNH_1013900","PBANKA_1234000"
"PF3D7_0520000","-0.24 (0.65)","0.14 (1)","0.08 (0.71)","0.15 (1e-13)","-0.24 (3.9e-42)","-0.054 (1.1e-38)","0.0098 (0.17)","-0.024 (5.5e-22)","-0.00098 (0.44)","-2e-06 (0.96)","0 (1)","0 (1)","0 (1)","PKNH_1013100","PBANKA_1234800"
"PF3D7_0522200","7.8e-06 (0.8)","0.15 (0.18)","-0.023 (0.86)","-0.098 (1.8e-36)","-0.002 (0.16)","0.00051 (0.052)","0.044 (1.2e-12)","-0.062 (5.9e-47)","8.9e-07 (0.45)","-0.0044 (0.31)","-1.6e-20 (1)","3.6e-20 (0.95)","0 (1)","PKNH_1010700","PBANKA_1236900"
"PF3D7_0522400","-0.11 (0.65)","-0.034 (0.56)","-0.0077 (0.61)","0.006 (0.00064)","0.018 (0.0021)","0.048 (1.3e-14)","0.24 (1e-07)","-0.16 (0.00075)","0.59 (0.0029)","-0.25 (0.029)","-0.056 (1)","0.047 (1)","0.098 (0.71)","PKNH_1010500","PBANKA_1237100"
"PF3D7_0522500","-0.024 (0.65)","-0.021 (1)","0.021 (0.73)","0.03 (0.00023)","-0.053 (6.2e-11)","-0.0062 (0.0013)","0.0033 (0.64)","-0.026 (5.4e-18)","4e-05 (1.9e-07)","3.8e-06 (0.56)","-1.1e-07 (1)","3.3e-09 (1)","9e-08 (1)","PKNH_1010400","PBANKA_1237200"
"PF3D7_0523300","-0.046 (0.65)","8.2e-05 (1)","-0.01 (0.93)","0.14 (5.7e-23)","-0.069 (2.4e-05)","-0.016 (8.8e-05)","-0.024 (0.16)","-0.017 (0.011)","1.1e-05 (0.18)","-1.5e-05 (0.58)","0.00011 (1)","0.00027 (0.95)","-1e-04 (0.26)","PKNH_1009600","PBANKA_1238100"
"PF3D7_0523600","-0.018 (0.65)","-7.3e-05 (1)","0.013 (0.84)","0.043 (1.7e-09)","-0.029 (0.00038)","-0.0017 (0.53)","-0.0085 (0.38)","-0.022 (1.9e-18)","-0.00018 (3.6e-09)","7.3e-05 (0.0021)","3.7e-06 (1)","-9.6e-06 (0.95)","-2.5e-07 (1)","PKNH_1009300","PBANKA_1238400"
"PF3D7_0524800","-0.0042 (0.65)","0.2 (0.48)","0.0016 (0.99)","-0.03 (1.3e-06)","-0.0078 (0.0035)","-0.003 (8.1e-18)","0.00044 (0.0038)","-0.0028 (1.3e-08)","0.0063 (0.44)","0 (1)","0 (1)","0 (1)","0 (1)","PKNH_1008100","PBANKA_1239600"
"PF3D7_0527600","-0.044 (0.65)","-4.3e-05 (1)","0.0073 (0.93)","-0.0067 (0.21)","0.047 (1.2e-09)","0.039 (4.2e-06)","0.027 (0.5)","0.076 (1.5e-05)","-0.011 (0.069)","1e-04 (1.5e-08)","6.2e-06 (1)","1.2e-05 (0.95)","-5.2e-07 (1)","PKNH_1005100","PBANKA_1242400"
"PF3D7_0528400","0.25 (0.65)","-0.32 (0.011)","-1.2e-05 (0.73)","0.00095 (2.5e-06)","0.013 (4.9e-19)","0.012 (3.1e-08)","-0.033 (0.0019)","0.036 (0.0016)","0.066 (0.28)","-0.046 (0.89)","-0.67 (1)","-0.73 (0.95)","-0.0099 (1)","PKNH_1004300","PBANKA_1243000"
"PF3D7_0530800","0.00037 (0.65)","-0.00049 (0.43)","8.5e-05 (0.86)","0.024 (9.2e-08)","-0.0041 (0.56)","7e-04 (0.77)","0.14 (4.7e-12)","-0.15 (2.5e-24)","-0.00074 (2.5e-07)","3.8e-05 (0.77)","-0.0014 (0.85)","-0.00092 (0.95)","-0.00014 (1)","PKNH_1001900","PBANKA_1245200"
"PF3D7_1438400","0 (1)","1.5e-05 (1)","0.045 (0.64)","-0.03 (2.1e-05)","0.017 (8.5e-05)","-0.014 (3.4e-22)","0.03 (0.0017)","0.063 (0.00017)","-0.1 (6.3e-05)","0.0015 (0.58)","-0.034 (1)","0.00033 (0.95)","1.2e-05 (1)","PKNH_1244000","PBANKA_1302300"
